vendor_id,name,short_description,long_description,price_cents,category_slug,sku,image_url,coa_url,ship_to_states,inventory_count,weight_grams,bullet_specs
,GHD Hemp Crest Tee — Back Crest Natural,Natural heavyweight tee with small front logo and oversized back crest.,"The GHD Hemp Crest Tee — Back Crest Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton heavyweight jersey with a boxy relaxed fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",6400,clothing,GHD-TEE-T2-BACK-CREST-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,220,55% hemp / 45% organic cotton heavyweight jersey | Boxy relaxed fit | Small front hit; oversized back crest | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Relaxed Jogger — Natural,Relaxed jogger with elastic waist and soft heavyweight hemp fleece.,"The GHD Hemp Relaxed Jogger — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton fleece with a relaxed jogger fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",9200,clothing,GHD-JOGGER-JG2-RELAXED-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,520,55% hemp / 45% organic cotton fleece | Relaxed jogger fit | Elastic waistband and drawcord | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Monogram Jogger — Charcoal,Charcoal jogger with tonal GHD monogram and premium lounge structure.,"The GHD Hemp Monogram Jogger — Charcoal is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton fleece with a relaxed jogger fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",10500,clothing,GHD-JOGGER-JG4-MONO-CHAR,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,530,55% hemp / 45% organic cotton fleece | Relaxed jogger fit | Tonal all-over GHD monogram | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Terry Short — Sage,"Clean-cut hemp terry short with elastic waist, drawcord, and side pockets.","The GHD Hemp Terry Short — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton french terry with a relaxed short fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",6200,clothing,GHD-SHORT-SH1-TERRY-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,280,55% hemp / 45% organic cotton French terry | Relaxed short fit | Elastic waist and side pockets | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Utility Short — Sand,"Utility short with patch pockets, reinforced seams, and hemp drawcord.","The GHD Hemp Utility Short — Sand is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 60% hemp / 40% organic cotton twill with a structured utility fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",7200,clothing,GHD-SHORT-SH2-UTILITY-SAND,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,320,60% hemp / 40% organic cotton twill | Structured utility fit | Patch pockets and reinforced seams | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Dad Cap — Natural,Hemp Dad Cap in natural with premium Good Hemp Distros detailing.,"The GHD Hemp Dad Cap — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 60% hemp / 40% organic cotton twill with a unisex headwear fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",3800,clothing,GHD-HAT-HT1-DAD-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,110,60% hemp / 40% organic cotton twill | Unisex headwear fit | Curved bill and adjustable strap | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Structured Snapback — Black,Hemp Structured Snapback in black with premium Good Hemp Distros detailing.,"The GHD Hemp Structured Snapback — Black is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 60% hemp / 40% organic cotton canvas with a unisex headwear fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4400,clothing,GHD-HAT-HT2-SNAP-BLACK,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,130,60% hemp / 40% organic cotton canvas | Unisex headwear fit | Flat bill and snapback closure | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp 5-Panel Camper — Clay Sage,Hemp 5-Panel Camper in clay sage with premium Good Hemp Distros detailing.,"The GHD Hemp 5-Panel Camper — Clay Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 60% hemp / 40% organic cotton ripstop with a unisex headwear fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4600,clothing,GHD-HAT-HT3-5PANEL-CLAY,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,120,60% hemp / 40% organic cotton ripstop | Unisex headwear fit | Woven patch and nylon strap | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Trucker Cap — Natural Sage,Hemp Trucker Cap in natural sage with premium Good Hemp Distros detailing.,"The GHD Hemp Trucker Cap — Natural Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses hemp canvas front / recycled mesh back with a unisex headwear fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4200,clothing,GHD-HAT-HT4-TRUCKER-NAT-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,115,Hemp canvas front / recycled mesh back | Unisex headwear fit | Mesh back and tonal emblem | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Bucket Hat — Natural,Hemp Bucket Hat in natural with premium Good Hemp Distros detailing.,"The GHD Hemp Bucket Hat — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 100% hemp canvas with a unisex headwear fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",5200,clothing,GHD-HAT-HT5-BUCKET-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,140,100% hemp canvas | Unisex headwear fit | Stitched brim and breathable build | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Wide Brim Bucket — Sage,Hemp Wide Brim Bucket in sage with premium Good Hemp Distros detailing.,"The GHD Hemp Wide Brim Bucket — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 100% hemp canvas with a unisex headwear fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",5800,clothing,GHD-HAT-HT6-WIDE-BRIM-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,160,100% hemp canvas | Unisex headwear fit | Adjustable cord and sun protection | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Rib Beanie — Sage,Hemp Rib Beanie in sage with premium Good Hemp Distros detailing.,"The GHD Hemp Rib Beanie — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton knit with a unisex headwear fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",3400,clothing,GHD-HAT-HT7-RIB-BEANIE-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,95,55% hemp / 45% organic cotton knit | Unisex headwear fit | Ribbed knit with woven label | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Fold Beanie — Natural,Hemp Fold Beanie in natural with premium Good Hemp Distros detailing.,"The GHD Hemp Fold Beanie — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton knit with a unisex headwear fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",3600,clothing,GHD-HAT-HT8-FOLD-BEANIE-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,100,55% hemp / 45% organic cotton knit | Unisex headwear fit | Fold cuff and soft hand feel | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Visor Cap — Sage,Hemp Visor Cap in sage with premium Good Hemp Distros detailing.,"The GHD Hemp Visor Cap — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 60% hemp / 40% organic cotton twill with a unisex headwear fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",3200,clothing,GHD-HAT-HT9-VISOR-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,80,60% hemp / 40% organic cotton twill | Unisex headwear fit | Open-top visor with adjustable back strap | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Hemp Luxury Monogram Cap — Charcoal,Hemp Luxury Monogram Cap in charcoal with premium Good Hemp Distros detailing.,"The GHD Hemp Luxury Monogram Cap — Charcoal is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 60% hemp / 40% organic cotton canvas with a unisex headwear fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4800,clothing,GHD-HAT-HT10-MONO-CAP-CHAR,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,120,60% hemp / 40% organic cotton canvas | Unisex headwear fit | All-over tonal monogram pattern | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Women’s Hemp Cropped Tee — Sage,Relaxed cropped tee with raw hem detail and bold logo.,"The GHD Women’s Hemp Cropped Tee — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton jersey with a relaxed cropped fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",5000,clothing,GHD-WOMEN-W1-CROP-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,170,55% hemp / 45% organic cotton jersey | Relaxed cropped fit | Raw hem detail | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Women’s Hemp Baby Tee — Rose Sand,Fitted baby tee in soft stretch hemp rib.,"The GHD Women’s Hemp Baby Tee — Rose Sand is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 60% hemp / 40% organic cotton rib knit with a fitted baby tee silhouette profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4800,clothing,GHD-WOMEN-W2-BABY-ROSE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,150,60% hemp / 40% organic cotton rib knit | Fitted baby tee silhouette | Stretch rib knit feel | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Women’s Hemp Oversized Boxy Tee — Natural,Boxy oversized tee with dropped shoulders and large logo.,"The GHD Women’s Hemp Oversized Boxy Tee — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 100% hemp jersey with a oversized boxy fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",5200,clothing,GHD-WOMEN-W3-BOXY-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,190,100% hemp jersey | Oversized boxy fit | Dropped shoulder construction | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Women’s Hemp Polo — Clay,Tailored women’s polo with clean fit and ribbed collar.,"The GHD Women’s Hemp Polo — Clay is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton pique with a tailored polo fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",6400,clothing,GHD-WOMEN-W4-POLO-CLAY,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,240,55% hemp / 45% organic cotton pique | Tailored polo fit | Rib collar and clean placket | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Women’s Hemp Crop Hoodie — Charcoal,"Cropped hoodie with relaxed fit, soft drape, and tonal GHD mark.","The GHD Women’s Hemp Crop Hoodie — Charcoal is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton fleece with a cropped relaxed hoodie fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",8400,clothing,GHD-WOMEN-W5-CROP-HOOD-CHAR,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,500,55% hemp / 45% organic cotton fleece | Cropped relaxed hoodie fit | Cropped body and tonal graphic | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Women’s Hemp Relaxed Crewneck — Dusk Blue,Cozy relaxed crewneck with clean front graphic.,"The GHD Women’s Hemp Relaxed Crewneck — Dusk Blue is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton fleece with a relaxed crewneck fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",7800,clothing,GHD-WOMEN-W6-CREW-DUSK,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,470,55% hemp / 45% organic cotton fleece | Relaxed crewneck fit | Clean front typography | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Women’s Hemp Jogger — Sage,Tapered jogger with ribbed cuffs and hemp drawcord.,"The GHD Women’s Hemp Jogger — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton french terry with a tapered jogger fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",7200,clothing,GHD-WOMEN-W7-JOGGER-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,460,55% hemp / 45% organic cotton French terry | Tapered jogger fit | Ribbed cuffs and drawcord | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Women’s Hemp Lounge Short — Natural,Relaxed lounge short with elastic waist and pockets.,"The GHD Women’s Hemp Lounge Short — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton french terry with a relaxed short fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",4600,clothing,GHD-WOMEN-W8-LOUNGE-SHORT-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,240,55% hemp / 45% organic cotton French terry | Relaxed short fit | Elastic waist and pockets | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Women’s Hemp Polo Dress — Sage,Feminine polo dress with side vents and soft drape.,"The GHD Women’s Hemp Polo Dress — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton pique with a polo dress fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",7800,clothing,GHD-WOMEN-W9-POLO-DRESS-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,330,55% hemp / 45% organic cotton pique | Polo dress fit | Side vents and rib collar | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Women’s Hemp Premium Zip Hoodie — Natural Monogram,Premium zip hoodie with monogram pattern and soft fleece feel.,"The GHD Women’s Hemp Premium Zip Hoodie — Natural Monogram is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton fleece with a relaxed zip hoodie fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",9800,clothing,GHD-WOMEN-W10-ZIP-MONO-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,600,55% hemp / 45% organic cotton fleece | Relaxed zip hoodie fit | All-over tonal monogram | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Baby Hemp Bodysuit — Natural,Everyday baby bodysuit with envelope neckline and snap closure.,"The GHD Baby Hemp Bodysuit — Natural is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton jersey with a baby essential fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",3600,clothing,GHD-KIDS-K1-BODYSUIT-NAT,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,90,55% hemp / 45% organic cotton jersey | Baby essential fit | Envelope neckline and snap closure | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
,GHD Toddler Hemp Tee — Sage,Soft breathable toddler tee made for daily movement.,"The GHD Toddler Hemp Tee — Sage is a premium hemp-based piece built for clean daily wear and long-term durability. It uses 55% hemp / 45% organic cotton jersey with a toddler relaxed fit profile, finished with Good Hemp Distros branding in a polished, sustainability-forward direction. Care is simple: machine wash cold, wash with like colors, and hang dry or tumble low to preserve shape and color. Made for people who want natural materials, better design, and a brand with purpose.",3800,clothing,GHD-KIDS-K2-TODDLER-TEE-SAGE,,,"AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,DC",0,100,55% hemp / 45% organic cotton jersey | Toddler relaxed fit | Soft toddler-friendly finish | Good Hemp Distros logo application | Machine wash cold; hang dry preferred | Inventory set to 0 until confirmed
